station_id,series,index,p_value,coef,trend_over_index_range,pearson_r2_percent
01125490,2_largest,amo,0.936224087028054,0.3379568701144853,0.01940628036111538,0.04912877165604261
01125490,2_largest,nao_winter_lag1,0.06560862550022817,-2.7055919092544762,-0.36183802704777757,14.95485498260914
01125490,2_largest,pdo,0.40210716332765584,-1.4284296223993334,-0.18474636521485396,4.763939091968592
01125490,2_largest,pna,0.15920570820086843,-5.519373563241202,-0.294419169688786,9.323423694806367
01125490,2_largest,enso_soi,0.201416411299292,1.838724220158114,0.278775686779943,8.149783343546313
01125490,2_largest,mei,0.09282859480327232,-2.410635602756851,-0.39187751358481593,10.464138957415358
01125490,2_largest,ao,0.3485199342306846,-6.4603729715099165,-0.23299793107141145,4.447884788067037
01125490,10_largest,amo,0.3775146357690544,1.0122132532627093,0.44524599609023396,6.199867433653073
01125490,10_largest,nao_winter_lag1,0.23574937475840563,-0.546783511858817,-0.5571452866008504,10.714587564853929
01125490,10_largest,pdo,0.33049412210918705,-0.32081037074863067,-0.4052821381491722,7.479852395764795
01125490,10_largest,pna,0.7827477645184318,0.3822494075871229,0.15542865640846382,0.5827139809253968
01125490,10_largest,enso_soi,0.8715572255691224,0.08092298580943702,0.08289381541254381,0.20115287694832726
01125490,10_largest,mei,0.7470284404345016,-0.13619314157325837,-0.1766387395766305,0.7985241191059783
01125490,10_largest,ao,0.8660826317212926,0.17631362354819582,0.08125476456362318,0.21904685471955343
