date,lat,lon,pr_mm_per_day
2010-01-01,42.108366,-72.12613,4.865166616377682
2010-01-02,42.108366,-72.12613,1.4920981286188573
2010-01-03,42.108366,-72.12613,1.3258003066635227
2010-01-04,42.108366,-72.12613,0.5122301508499634
2010-01-05,42.108366,-72.12613,0.0
2010-01-06,42.108366,-72.12613,0.39778907681953113
2010-01-07,42.108366,-72.12613,0.0
2010-01-08,42.108366,-72.12613,0.42988044612991894
2010-01-09,42.108366,-72.12613,0.0
2010-01-10,42.108366,-72.12613,0.0
2010-01-11,42.108366,-72.12613,0.7862979852082883
2010-01-12,42.108366,-72.12613,4.556588287645527
2010-01-13,42.108366,-72.12613,2.316449112962352
2010-01-14,42.108366,-72.12613,0.0
2010-01-15,42.108366,-72.12613,0.0
2010-01-16,42.108366,-72.12613,0.0
2010-01-17,42.108366,-72.12613,15.10169440636236
2010-01-18,42.108366,-72.12613,5.339579024967613
2010-01-19,42.108366,-72.12613,1.1029382938670977
2010-01-20,42.108366,-72.12613,0.054996879667810056
2010-01-21,42.108366,-72.12613,0.0
2010-01-22,42.108366,-72.12613,0.05977842371821729
2010-01-23,42.108366,-72.12613,0.0
2010-01-24,42.108366,-72.12613,0.06856457862996984
2010-01-25,42.108366,-72.12613,51.89061904530897
2010-01-26,42.108366,-72.12613,1.6363676043424125
2010-01-27,42.108366,-72.12613,0.0
2010-01-28,42.108366,-72.12613,0.32263017422364837
2010-01-29,42.108366,-72.12613,0.0
2010-01-30,42.108366,-72.12613,0.2987991230914269
2010-01-31,42.108366,-72.12613,0.5446359425111316
2010-02-01,42.108366,-72.12613,0.0004969411258335722
2010-02-02,42.108366,-72.12613,0.040921959960819446
2010-02-03,42.108366,-72.12613,0.19304107847897667
2010-02-04,42.108366,-72.12613,0.33201833456420143
2010-02-05,42.108366,-72.12613,0.3713769760843735
2010-02-06,42.108366,-72.12613,2.6332778449924827
2010-02-07,42.108366,-72.12613,0.0
2010-02-08,42.108366,-72.12613,0.0
2010-02-09,42.108366,-72.12613,0.03298164608444918
2010-02-10,42.108366,-72.12613,2.552974374298474
2010-02-11,42.108366,-72.12613,3.2691185518948616
2010-02-12,42.108366,-72.12613,0.0
2010-02-13,42.108366,-72.12613,0.7975510313079008
2010-02-14,42.108366,-72.12613,0.1013482040141593
2010-02-15,42.108366,-72.12613,0.07499999552965164
2010-02-16,42.108366,-72.12613,1.2111662576067312
2010-02-17,42.108366,-72.12613,0.038310278924832436
2010-02-18,42.108366,-72.12613,0.2375955971860436
2010-02-19,42.108366,-72.12613,0.0006966533542394585
2010-02-20,42.108366,-72.12613,0.0
2010-02-21,42.108366,-72.12613,0.0
2010-02-22,42.108366,-72.12613,0.0
2010-02-23,42.108366,-72.12613,0.05750754274571852
2010-02-24,42.108366,-72.12613,23.201862435529875
2010-02-25,42.108366,-72.12613,17.18859679220907
2010-02-26,42.108366,-72.12613,10.577562247175063
2010-02-27,42.108366,-72.12613,0.0
2010-02-28,42.108366,-72.12613,0.6120629324117844
2010-03-01,42.108366,-72.12613,0.724844996910021
2010-03-02,42.108366,-72.12613,0.41973288971443035
2010-03-03,42.108366,-72.12613,1.8788824157548596
2010-03-04,42.108366,-72.12613,0.2678415279169456
2010-03-05,42.108366,-72.12613,0.1635647672176348
2010-03-06,42.108366,-72.12613,0.002089960062718375
2010-03-07,42.108366,-72.12613,0.0
2010-03-08,42.108366,-72.12613,0.0
2010-03-09,42.108366,-72.12613,0.0
2010-03-10,42.108366,-72.12613,0.0
2010-03-11,42.108366,-72.12613,1.0926968265854815
2010-03-12,42.108366,-72.12613,0.0
2010-03-13,42.108366,-72.12613,11.799272126732792
2010-03-14,42.108366,-72.12613,28.712601806327868
2010-03-15,42.108366,-72.12613,11.053932011128204
2010-03-16,42.108366,-72.12613,0.13939187908708428
2010-03-17,42.108366,-72.12613,0.0
2010-03-18,42.108366,-72.12613,0.0
2010-03-19,42.108366,-72.12613,0.008351580141625365
2010-03-20,42.108366,-72.12613,0.0
2010-03-21,42.108366,-72.12613,0.10989715732039278
2010-03-22,42.108366,-72.12613,2.2655996031004286
2010-03-23,42.108366,-72.12613,62.217488575297615
2010-03-24,42.108366,-72.12613,3.6352605169998524
2010-03-25,42.108366,-72.12613,0.09360521179739477
2010-03-26,42.108366,-72.12613,9.062990989655647
2010-03-27,42.108366,-72.12613,0.0
2010-03-28,42.108366,-72.12613,0.0
2010-03-29,42.108366,-72.12613,100.65636021610885
2010-03-30,42.108366,-72.12613,77.79578244095534
2010-03-31,42.108366,-72.12613,8.48975579676786
2010-04-01,42.108366,-72.12613,0.0
2010-04-02,42.108366,-72.12613,0.0
2010-04-03,42.108366,-72.12613,0.0
2010-04-04,42.108366,-72.12613,0.05938026063510331
2010-04-05,42.108366,-72.12613,0.022869521984290146
2010-04-06,42.108366,-72.12613,2.9886206168759166
2010-04-07,42.108366,-72.12613,0.0
2010-04-08,42.108366,-72.12613,0.0
2010-04-09,42.108366,-72.12613,8.333256175565529
2010-04-10,42.108366,-72.12613,0.0899110594945332
2010-04-11,42.108366,-72.12613,0.006057228867576318
2010-04-12,42.108366,-72.12613,0.0
