date,lat,lon,pr_mm_per_day
2010-01-01,41.837591,-71.612008,1.2629023461279614
2010-01-02,41.837591,-71.612008,1.006573476237451
2010-01-03,41.837591,-71.612008,0.13369269184162003
2010-01-04,41.837591,-71.612008,0.11146123511776262
2010-01-05,41.837591,-71.612008,0.0
2010-01-06,41.837591,-71.612008,0.0
2010-01-07,41.837591,-71.612008,0.0
2010-01-08,41.837591,-71.612008,0.3262086517592256
2010-01-09,41.837591,-71.612008,0.03951182902973178
2010-01-10,41.837591,-71.612008,0.0
2010-01-11,41.837591,-71.612008,0.2544708784495212
2010-01-12,41.837591,-71.612008,0.590038986325409
2010-01-13,41.837591,-71.612008,0.5366057575160935
2010-01-14,41.837591,-71.612008,0.0
2010-01-15,41.837591,-71.612008,0.14676455056543558
2010-01-16,41.837591,-71.612008,0.0
2010-01-17,41.837591,-71.612008,17.747794076442474
2010-01-18,41.837591,-71.612008,12.52873126465402
2010-01-19,41.837591,-71.612008,0.8451567878893144
2010-01-20,41.837591,-71.612008,0.0
2010-01-21,41.837591,-71.612008,0.0
2010-01-22,41.837591,-71.612008,0.2466911264277818
2010-01-23,41.837591,-71.612008,0.0
2010-01-24,41.837591,-71.612008,4.553288496167077
2010-01-25,41.837591,-71.612008,34.722127102558446
2010-01-26,41.837591,-71.612008,4.745622977261872
2010-01-27,41.837591,-71.612008,0.0
2010-01-28,41.837591,-71.612008,0.17916909978950207
2010-01-29,41.837591,-71.612008,0.0028288130768233154
2010-01-30,41.837591,-71.612008,0.0031002946495556844
2010-01-31,41.837591,-71.612008,0.8154283098472874
2010-02-01,41.837591,-71.612008,0.019967649787403965
2010-02-02,41.837591,-71.612008,0.2338965461893209
2010-02-03,41.837591,-71.612008,0.007061337962040871
2010-02-04,41.837591,-71.612008,0.1575035860049118
2010-02-05,41.837591,-71.612008,0.019976897767249042
2010-02-06,41.837591,-71.612008,0.6027294659614795
2010-02-07,41.837591,-71.612008,0.0
2010-02-08,41.837591,-71.612008,0.0
2010-02-09,41.837591,-71.612008,0.0
2010-02-10,41.837591,-71.612008,0.8302879059775333
2010-02-11,41.837591,-71.612008,1.4804528557300303
2010-02-12,41.837591,-71.612008,0.0
2010-02-13,41.837591,-71.612008,0.012284420578231738
2010-02-14,41.837591,-71.612008,2.659767343063208
2010-02-15,41.837591,-71.612008,0.03538263471372256
2010-02-16,41.837591,-71.612008,0.0648531073289478
2010-02-17,41.837591,-71.612008,0.004991912446850991
2010-02-18,41.837591,-71.612008,0.0
2010-02-19,41.837591,-71.612008,0.0002357344230686095
2010-02-20,41.837591,-71.612008,0.0
2010-02-21,41.837591,-71.612008,0.0
2010-02-22,41.837591,-71.612008,0.0
2010-02-23,41.837591,-71.612008,0.04521536149985224
2010-02-24,41.837591,-71.612008,24.78124152164481
2010-02-25,41.837591,-71.612008,21.4759751984834
2010-02-26,41.837591,-71.612008,43.67030090944087
2010-02-27,41.837591,-71.612008,0.0
2010-02-28,41.837591,-71.612008,0.04528022085781456
2010-03-01,41.837591,-71.612008,1.4221153125924952
2010-03-02,41.837591,-71.612008,0.009013227405336166
2010-03-03,41.837591,-71.612008,8.254370977311323
2010-03-04,41.837591,-71.612008,0.10548555904143045
2010-03-05,41.837591,-71.612008,0.08282098814099942
2010-03-06,41.837591,-71.612008,0.0
2010-03-07,41.837591,-71.612008,0.0
2010-03-08,41.837591,-71.612008,0.0
2010-03-09,41.837591,-71.612008,0.0
2010-03-10,41.837591,-71.612008,0.0
2010-03-11,41.837591,-71.612008,0.17889725207754326
2010-03-12,41.837591,-71.612008,0.0026553065106759734
2010-03-13,41.837591,-71.612008,34.48911275488059
2010-03-14,41.837591,-71.612008,52.440925107745045
2010-03-15,41.837591,-71.612008,3.2322424531821046
