date,lat,lon,pr_mm_per_day
2010-01-01,41.822313,-71.700345,1.4564496264416553
2010-01-02,41.822313,-71.700345,0.28162851798581157
2010-01-03,41.822313,-71.700345,0.07695323360565054
2010-01-04,41.822313,-71.700345,0.20856478576326393
2010-01-05,41.822313,-71.700345,0.0
2010-01-06,41.822313,-71.700345,0.0
2010-01-07,41.822313,-71.700345,0.0
2010-01-08,41.822313,-71.700345,0.3396319399950272
2010-01-09,41.822313,-71.700345,0.06284528294894035
2010-01-10,41.822313,-71.700345,0.0
2010-01-11,41.822313,-71.700345,0.1751907614823923
2010-01-12,41.822313,-71.700345,0.650140144612334
2010-01-13,41.822313,-71.700345,1.6152858947826105
2010-01-14,41.822313,-71.700345,0.0
2010-01-15,41.822313,-71.700345,0.09590198644075015
2010-01-16,41.822313,-71.700345,0.0
2010-01-17,41.822313,-71.700345,18.74532789330469
2010-01-18,41.822313,-71.700345,9.147518761809442
2010-01-19,41.822313,-71.700345,0.8195028923904097
2010-01-20,41.822313,-71.700345,0.010454107153845536
2010-01-21,41.822313,-71.700345,0.0
2010-01-22,41.822313,-71.700345,0.16862733522159393
2010-01-23,41.822313,-71.700345,0.0
2010-01-24,41.822313,-71.700345,2.674058798728231
2010-01-25,41.822313,-71.700345,35.665009186543536
2010-01-26,41.822313,-71.700345,4.209866486427165
2010-01-27,41.822313,-71.700345,0.0
2010-01-28,41.822313,-71.700345,0.10242723812640248
2010-01-29,41.822313,-71.700345,0.0
2010-01-30,41.822313,-71.700345,0.02010327271350405
2010-01-31,41.822313,-71.700345,2.959030177441543
2010-02-01,41.822313,-71.700345,0.0
2010-02-02,41.822313,-71.700345,0.4831520803189633
2010-02-03,41.822313,-71.700345,0.030063240214786475
2010-02-04,41.822313,-71.700345,0.20970769396570718
2010-02-05,41.822313,-71.700345,0.04993209057769112
2010-02-06,41.822313,-71.700345,0.7596755200562638
2010-02-07,41.822313,-71.700345,0.0
2010-02-08,41.822313,-71.700345,0.0
2010-02-09,41.822313,-71.700345,0.0
2010-02-10,41.822313,-71.700345,1.0602802879269997
2010-02-11,41.822313,-71.700345,1.6548368713001653
2010-02-12,41.822313,-71.700345,0.0
2010-02-13,41.822313,-71.700345,0.011384349745540394
2010-02-14,41.822313,-71.700345,4.697020454129564
2010-02-15,41.822313,-71.700345,0.0035907567253406565
2010-02-16,41.822313,-71.700345,0.01706222806323903
2010-02-17,41.822313,-71.700345,0.00627246439615955
2010-02-18,41.822313,-71.700345,0.0
2010-02-19,41.822313,-71.700345,0.0
2010-02-20,41.822313,-71.700345,0.0
2010-02-21,41.822313,-71.700345,0.0
2010-02-22,41.822313,-71.700345,0.0
2010-02-23,41.822313,-71.700345,0.7271819023950069
2010-02-24,41.822313,-71.700345,19.446281279666085
2010-02-25,41.822313,-71.700345,21.998484065022414
2010-02-26,41.822313,-71.700345,52.259958669963325
2010-02-27,41.822313,-71.700345,0.0
2010-02-28,41.822313,-71.700345,0.7336522851191201
2010-03-01,41.822313,-71.700345,0.6621038580355976
2010-03-02,41.822313,-71.700345,0.0
2010-03-03,41.822313,-71.700345,5.436552537018565
2010-03-04,41.822313,-71.700345,0.06640619407744963
2010-03-05,41.822313,-71.700345,0.12405111678698001
2010-03-06,41.822313,-71.700345,0.001393881005772186
2010-03-07,41.822313,-71.700345,0.0
2010-03-08,41.822313,-71.700345,0.0
2010-03-09,41.822313,-71.700345,0.0
2010-03-10,41.822313,-71.700345,0.0
2010-03-11,41.822313,-71.700345,0.10179759831645782
2010-03-12,41.822313,-71.700345,0.0027686999381156237
2010-03-13,41.822313,-71.700345,36.614120206421056
2010-03-14,41.822313,-71.700345,46.76777420953874
2010-03-15,41.822313,-71.700345,3.5805560294416745
2010-03-16,41.822313,-71.700345,0.03762947449723205
2010-03-17,41.822313,-71.700345,0.0
2010-03-18,41.822313,-71.700345,0.0
2010-03-19,41.822313,-71.700345,0.0
2010-03-20,41.822313,-71.700345,0.0
2010-03-21,41.822313,-71.700345,0.0
2010-03-22,41.822313,-71.700345,6.827190538441372
2010-03-23,41.822313,-71.700345,80.86458670512098
2010-03-24,41.822313,-71.700345,4.685792201334402
2010-03-25,41.822313,-71.700345,0.0
2010-03-26,41.822313,-71.700345,12.381871456434913
2010-03-27,41.822313,-71.700345,0.0
2010-03-28,41.822313,-71.700345,0.1580685606398008
2010-03-29,41.822313,-71.700345,116.42374957720644
2010-03-30,41.822313,-71.700345,91.07762625355333
2010-03-31,41.822313,-71.700345,2.841006937798422
2010-04-01,41.822313,-71.700345,0.0
2010-04-02,41.822313,-71.700345,0.0
2010-04-03,41.822313,-71.700345,0.0
2010-04-04,41.822313,-71.700345,0.0006874094661717189
2010-04-05,41.822313,-71.700345,0.4193598250604895
2010-04-06,41.822313,-71.700345,1.5759131713109709
2010-04-07,41.822313,-71.700345,0.007753337669228467
2010-04-08,41.822313,-71.700345,0.0
2010-04-09,41.822313,-71.700345,17.909455253304067
2010-04-10,41.822313,-71.700345,0.44653951286308236
2010-04-11,41.822313,-71.700345,0.017592542289606987
2010-04-12,41.822313,-71.700345,0.0
2010-04-13,41.822313,-71.700345,0.40200524826056727
2010-04-14,41.822313,-71.700345,0.0
2010-04-15,41.822313,-71.700345,0.0
2010-04-16,41.822313,-71.700345,1.096392629959376
2010-04-17,41.822313,-71.700345,10.948330882456576
2010-04-18,41.822313,-71.700345,0.034336226627439057
2010-04-19,41.822313,-71.700345,0.0
2010-04-20,41.822313,-71.700345,0.0
2010-04-21,41.822313,-71.700345,0.0
2010-04-22,41.822313,-71.700345,1.9460067527308755
2010-04-23,41.822313,-71.700345,0.0
2010-04-24,41.822313,-71.700345,0.055286873785260364
2010-04-25,41.822313,-71.700345,10.501054744328282
2010-04-26,41.822313,-71.700345,1.6531113081174897
2010-04-27,41.822313,-71.700345,6.69307988330598
2010-04-28,41.822313,-71.700345,0.014550847124253861
2010-04-29,41.822313,-71.700345,0.0
2010-04-30,41.822313,-71.700345,0.025754351065225226
2010-05-01,41.822313,-71.700345,0.14993097176271725
2010-05-02,41.822313,-71.700345,0.4653897425743485
2010-05-03,41.822313,-71.700345,15.916728105000846
2010-05-04,41.822313,-71.700345,0.1546707059333377
2010-05-05,41.822313,-71.700345,0.0
2010-05-06,41.822313,-71.700345,0.9899352521936651
2010-05-07,41.822313,-71.700345,0.0
2010-05-08,41.822313,-71.700345,12.478791658107003
2010-05-09,41.822313,-71.700345,0.0
2010-05-10,41.822313,-71.700345,0.0006874094661717189
2010-05-11,41.822313,-71.700345,1.096593717238628
2010-05-12,41.822313,-71.700345,1.3380412274963338
2010-05-13,41.822313,-71.700345,0.0
2010-05-14,41.822313,-71.700345,4.9278274955295975
2010-05-15,41.822313,-71.700345,0.017958425705198754
2010-05-16,41.822313,-71.700345,0.0
2010-05-17,41.822313,-71.700345,0.0
2010-05-18,41.822313,-71.700345,21.800792231982975
2010-05-19,41.822313,-71.700345,12.396876061955378
2010-05-20,41.822313,-71.700345,0.0835768493577558
2010-05-21,41.822313,-71.700345,0.0
2010-05-22,41.822313,-71.700345,0.04856870854972944
2010-05-23,41.822313,-71.700345,1.111357469803371
2010-05-24,41.822313,-71.700345,0.0006874094661717189
2010-05-25,41.822313,-71.700345,0.0
2010-05-26,41.822313,-71.700345,0.0
2010-05-27,41.822313,-71.700345,3.476000541310995
2010-05-28,41.822313,-71.700345,0.0
2010-05-29,41.822313,-71.700345,1.0483252111664534
2010-05-30,41.822313,-71.700345,0.17928572176302005
2010-05-31,41.822313,-71.700345,0.0
2010-06-01,41.822313,-71.700345,18.447446552610447
2010-06-02,41.822313,-71.700345,0.04935753216591907
2010-06-03,41.822313,-71.700345,0.8674943273460174
2010-06-04,41.822313,-71.700345,1.5057330968650042
2010-06-05,41.822313,-71.700345,8.006607423507822
2010-06-06,41.822313,-71.700345,3.483206527268791
2010-06-07,41.822313,-71.700345,0.0
2010-06-08,41.822313,-71.700345,0.02359447880915494
2010-06-09,41.822313,-71.700345,15.001159926979813
2010-06-10,41.822313,-71.700345,3.871540506926581
2010-06-11,41.822313,-71.700345,0.5709324648740512
2010-06-12,41.822313,-71.700345,1.2037047437849924
2010-06-13,41.822313,-71.700345,14.727853705820717
2010-06-14,41.822313,-71.700345,0.0
2010-06-15,41.822313,-71.700345,0.023389705436815206
2010-06-16,41.822313,-71.700345,0.1698681481985684
2010-06-17,41.822313,-71.700345,0.22523297932627445
2010-06-18,41.822313,-71.700345,0.0
2010-06-19,41.822313,-71.700345,0.0
2010-06-20,41.822313,-71.700345,4.860157877451863
2010-06-21,41.822313,-71.700345,0.0
2010-06-22,41.822313,-71.700345,0.9763320210492686
2010-06-23,41.822313,-71.700345,7.402415754613432
2010-06-24,41.822313,-71.700345,0.9334707585450293
2010-06-25,41.822313,-71.700345,0.08840528863028979
2010-06-26,41.822313,-71.700345,0.3596990624949253
2010-06-27,41.822313,-71.700345,0.03618123483334571
2010-06-28,41.822313,-71.700345,1.9523007521956541
2010-06-29,41.822313,-71.700345,1.0510178109230714
2010-06-30,41.822313,-71.700345,0.0
2010-07-01,41.822313,-71.700345,0.0
2010-07-02,41.822313,-71.700345,0.0
2010-07-03,41.822313,-71.700345,0.0
2010-07-04,41.822313,-71.700345,0.22755217383547657
2010-07-05,41.822313,-71.700345,0.0
