date,location_id,lat,lon,pr_mm_per_day
2010-01-04,01125500,41.909466,-71.913863,0.5708074957242331
2010-01-04,01127000,41.597483,-71.984094,0.5439316430548344
2010-01-04,8444069,42.340862,-71.01234,0.10700356157044785
2010-01-04,8447386,41.7043,-71.1641,0.9710338925883093
2010-01-04,8447387,41.705,-71.1733,0.9812339218638458
2010-01-04,8447412,41.695835,-71.17983,0.9495671258468418
2010-01-04,8447627,41.624443,-70.90544,0.21677386513941746
2010-01-04,8447636,41.6212,-70.9137,0.2185738398228155
2010-01-04,8452314,41.605118,-71.30424,0.9735577348486663
2010-01-04,8452660,41.504333,-71.32614,0.503944825575188
2010-01-04,8452944,41.7167,-71.3433,0.7098584152023814
2010-01-04,8452951,41.637165,-71.33928,1.151596232582545
2010-01-04,8453662,41.785694,-71.38308,0.26904213703678803
2010-01-04,8454000,41.807167,-71.400665,0.1980674999556458
2010-01-04,8454123,41.61122,-71.41031,0.6106286611699518
2010-01-04,8461490,41.371666,-72.09556,1.77414603075714
2010-01-05,01108000,41.933982,-70.95643,0.0
2010-01-05,01108410,41.89969,-71.089466,0.0
2010-01-05,01109000,41.947592,-71.176715,0.0
2010-01-05,01109060,41.866204,-71.122823,0.0
2010-01-05,01109070,41.84037,-71.142823,0.0
2010-01-05,01109403,41.830925,-71.350331,0.0
2010-01-05,01109730,42.188975,-71.765069,1.0944802341386421
2010-01-05,01110000,42.230363,-71.710902,0.18536772738364415
2010-01-05,01111212,42.054811,-71.616453,0.0
2010-01-05,01111300,41.981201,-71.6859,0.0
2010-01-05,01111500,41.996479,-71.562007,0.0
2010-01-05,01112500,42.006478,-71.502561,0.0
2010-01-05,01113895,41.888424,-71.381444,0.0
2010-01-05,01114000,41.83398,-71.410611,0.0
2010-01-05,01114500,41.85898,-71.487282,0.0
2010-01-05,01115098,41.852591,-71.606175,0.0
2010-01-05,01115110,41.845646,-71.609508,0.0
2010-01-05,01115114,41.837591,-71.612008,0.0
2010-01-05,01115170,41.840924,-71.584507,0.0
2010-01-05,01115183,41.797591,-71.584785,0.0
2010-01-05,01115185,41.836201,-71.722568,0.0
2010-01-05,01115187,41.818702,-71.705067,0.0
2010-01-05,01115190,41.822313,-71.700345,0.0
2010-01-05,01115265,41.790646,-71.698678,0.0
2010-01-05,01115276,41.785369,-71.667288,0.0
2010-01-05,01115278,41.796791,-71.66943,0.0
2010-01-05,01115280,41.80398,-71.649787,0.0
2010-01-05,01115500,41.732869,-71.549784,0.0
2010-01-05,01115630,41.626758,-71.632564,0.0
2010-01-05,01116000,41.690092,-71.565895,0.0
2010-01-05,01116500,41.750925,-71.445057,0.0
2010-01-05,01116905,41.629991,-71.478888,0.0
2010-01-05,01117000,41.641204,-71.444501,0.002255670407360109
2010-01-05,01117350,41.482196,-71.551151,0.0
2010-01-05,01117370,41.538981,-71.568672,0.0
